Title,Company,Location,Experience,Salary,Posted,Link,source_url
Environment & Social Governance Data Analyst,,Bengaluru,1-5 Yrs,,1 day ago,https://www.naukri.com/job-listings-environment-social-governance-data-analyst-hsbc-electronic-data-processing-india-pvt-ltd-bengaluru-1-to-5-years-090925502500,https://www.naukri.com/data-analyst-jobs-3
S&C GN - Data&AI - Resources - Analyst,,Bengaluru,4-8 Yrs,,1 day ago,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-080925925076,https://www.naukri.com/data-analyst-jobs-3
S&C GN - Data&AI - Resources - Analyst,,Bengaluru,4-8 Yrs,,1 day ago,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-080925920005,https://www.naukri.com/data-analyst-jobs-3
Data Analyst III,,Gurugram,2-6 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-iii-relx-group-gurugram-2-to-6-years-090925502435,https://www.naukri.com/data-analyst-jobs-3
"Data Eng, Mgmt & Governance Analyst",,Bengaluru,3-5 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-080925922988,https://www.naukri.com/data-analyst-jobs-3
Data Analyst,,Gurugram,2-4 Yrs,,4 days ago,https://www.naukri.com/job-listings-data-analyst-natwest-digital-services-india-pvt-ltd-gurugram-2-to-4-years-050925916917,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hyderabad,2-5 Yrs,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-heritage-foods-limited-hyderabad-2-to-5-years-260825916254,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Mumbai,2-7 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-squareone-insights-mumbai-2-to-7-years-030925500908,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,"Hyderabad, Gurugram, Bengaluru",3-5 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-bengaluru-3-to-5-years-080925916737,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Remote,1-3 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-kartscale-remote-1-to-3-years-030925500346,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hybrid - Gurugram,3-6 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-optum-gurugram-3-to-6-years-090925014647,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hybrid - Bengaluru,2-3 Yrs,,5 days ago,https://www.naukri.com/job-listings-data-analyst-quinnox-bengaluru-2-to-3-years-300825012704,https://www.naukri.com/data-analyst-jobs-4
Data Analyst For Botswana location,,Botswana,1-4 Yrs,,1 week ago,https://www.naukri.com/job-listings-data-analyst-for-botswana-location-kgk-group-botswana-1-to-4-years-280825017385,https://www.naukri.com/data-analyst-jobs-4
Online Data Analyst- Kannada speakers | Remote,,Remote,0-1 Yrs,,3 weeks ago,https://www.naukri.com/job-listings-online-data-analyst-kannada-speakers-remote-telus-digital-bengaluru-0-to-1-years-130825019754,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Lucknow,1-4 Yrs,,4 days ago,https://www.naukri.com/job-listings-data-analyst-tattvafoundation-lucknow-1-to-4-years-050925506581,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hybrid - Bengaluru,6-9 Yrs,,3 days ago,https://www.naukri.com/job-listings-data-analyst-quinnox-bengaluru-6-to-9-years-030925017393,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,"Pune, Bengaluru",5-10 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-wipro-pune-bengaluru-5-to-10-years-080925001156,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Bengaluru,4-6 Yrs,,1 week ago,https://www.naukri.com/job-listings-data-analyst-airbus-bengaluru-4-to-6-years-290825026138,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hybrid - Hyderabad,2-5 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-optum-hyderabad-2-to-5-years-090925021442,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Hybrid - Bengaluru,10-15 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-quest-global-bengaluru-10-to-15-years-080925023989,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Bengaluru,2-6 Yrs,,1 week ago,https://www.naukri.com/job-listings-data-analyst-k12-techno-services-bengaluru-2-to-6-years-020925009901,https://www.naukri.com/data-analyst-jobs-4
Data Analyst,,Remote,10-18 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-akaasa-infotech-noida-bengaluru-10-to-18-years-080925005151,https://www.naukri.com/data-analyst-jobs-4
Tax Data Analyst,,Pune,4-9 Yrs,,1 day ago,https://www.naukri.com/job-listings-tax-data-analyst-emerson-pune-4-to-9-years-080925015246,https://www.naukri.com/data-analyst-jobs-4
Mainframe Data Analyst,,"Mumbai, Pune, Chennai",3-6 Yrs,,1 week ago,https://www.naukri.com/job-listings-mainframe-data-analyst-hexaware-technologies-ltd-mumbai-pune-chennai-3-to-6-years-270825911530,https://www.naukri.com/data-analyst-jobs-4
Mainframe Data Analyst,,"Mumbai, Pune, Chennai",3-6 Yrs,,1 week ago,https://www.naukri.com/job-listings-mainframe-data-analyst-hexaware-technologies-ltd-mumbai-pune-chennai-3-to-6-years-270825904063,https://www.naukri.com/data-analyst-jobs-4
Data Analyst | Fresher| Female,,New Delhi(Rithala),0-1 Yrs,,2 days ago,https://www.naukri.com/job-listings-data-analyst-fresher-female-aniston-technologies-new-delhi-0-to-1-years-230725032975,https://www.naukri.com/data-analyst-jobs-5
Data Analyst - L3,,Bengaluru,3-5 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-030925917324,https://www.naukri.com/data-analyst-jobs-5
Data Analyst - L3,,Bengaluru,4-8 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-4-to-8-years-030925929430,https://www.naukri.com/data-analyst-jobs-5
Data Analyst - L4,,Bengaluru,5-8 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-030925923961,https://www.naukri.com/data-analyst-jobs-5
Data Analyst (AI-LLM),,Bengaluru,1-5 Yrs,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-ai-llm-ringcentral-innovation-india-private-limited-bengaluru-1-to-5-years-260825919765,https://www.naukri.com/data-analyst-jobs-5
Online Data Analysts- Bengali Speakers | Remote,,Remote,0-1 Yrs,,3 weeks ago,https://www.naukri.com/job-listings-online-data-analysts-bengali-speakers-remote-telus-digital-kolkata-0-to-1-years-130825019625,https://www.naukri.com/data-analyst-jobs-5
Data Analyst,,Bengaluru,3-5 Yrs,,1 week ago,https://www.naukri.com/job-listings-data-analyst-booking-holdings-india-private-limited-bengaluru-3-to-5-years-280825919799,https://www.naukri.com/data-analyst-jobs-5
ESG Data Analyst: ESG Newsroom,,Mumbai,0-3 Yrs,,3+ weeks ago,https://www.naukri.com/job-listings-esg-data-analyst-esg-newsroom-iss-corporate-solutions-mumbai-0-to-3-years-060825504451,https://www.naukri.com/data-analyst-jobs-5
Data Analyst / APM,,Bengaluru,4-9 Yrs,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-apm-playdawn-consulting-bengaluru-4-to-9-years-250825500608,https://www.naukri.com/data-analyst-jobs-5
Engineer - M&T(Data Analyst),,Bengaluru,1-4 Yrs,,1 day ago,https://www.naukri.com/job-listings-engineer-m-t-data-analyst-aerotec-bengaluru-1-to-4-years-080925503480,https://www.naukri.com/data-analyst-jobs-5
Engineer - Methods & Tools (Data Analyst),,Bengaluru,4-9 Yrs,,1 day ago,https://www.naukri.com/job-listings-engineer-methods-tools-data-analyst-aerotec-bengaluru-4-to-9-years-080925503299,https://www.naukri.com/data-analyst-jobs-5
Data Analyst,Posted by ACME SERVICES PRIVATE LIMITED,Mumbai,5-6 Yrs,,6 days ago,https://www.naukri.com/job-listings-data-analyst-acme-services-private-limited-mumbai-5-to-6-years-030925917876,https://www.naukri.com/data-analyst-jobs-5
Translator/Data Analyst (Polish),,"Hyderabad, Gurugram",2-7 Yrs,,1 day ago,https://www.naukri.com/job-listings-translator-data-analyst-polish-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-2-to-7-years-080925916795,https://www.naukri.com/data-analyst-jobs-5
Data Engineer / Data Analyst (Hybrid Role),,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",9-14 Yrs,,Few hours ago,https://www.naukri.com/job-listings-data-engineer-data-analyst-hybrid-role-accion-labs-pune-bengaluru-mumbai-all-areas-9-to-14-years-060825021548,https://www.naukri.com/data-analyst-jobs-5
Translator/Data Analyst (Hebrew),,"Hyderabad, Gurugram",2-7 Yrs,,1 day ago,https://www.naukri.com/job-listings-translator-data-analyst-hebrew-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-2-to-7-years-080925916909,https://www.naukri.com/data-analyst-jobs-5
Data Analyst - AI & Bedrock Specialization,Posted by Tekskills,"Kolkata, Hyderabad, Pune",5-10 Yrs,,1 day ago,https://www.naukri.com/job-listings-data-analyst-ai-bedrock-specialization-tekskills-kolkata-hyderabad-pune-5-to-10-years-050925010075,https://www.naukri.com/data-analyst-jobs-5
Data Analyst with Hadoop,,"Hyderabad, Pune, Gurugram, Bengaluru",5-7 Yrs,,1 week ago,https://www.naukri.com/job-listings-data-analyst-with-hadoop-asky-services-hyderabad-pune-gurugram-bengaluru-5-to-7-years-270825502639,https://www.naukri.com/data-analyst-jobs-5
Translator/Data Analyst (Spanish),,"Hyderabad, Gurugram",2-7 Yrs,,1 day ago,https://www.naukri.com/job-listings-translator-data-analyst-spanish-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-2-to-7-years-080925916837,https://www.naukri.com/data-analyst-jobs-5
Translator/Data Analyst (Portuguese),,"Hyderabad, Gurugram",2-7 Yrs,,1 day ago,https://www.naukri.com/job-listings-translator-data-analyst-portuguese-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-2-to-7-years-080925916829,https://www.naukri.com/data-analyst-jobs-5
Translator/Data Analyst (Turkish),,"Hyderabad, Gurugram",2-7 Yrs,,1 day ago,https://www.naukri.com/job-listings-translator-data-analyst-turkish-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-2-to-7-years-080925916802,https://www.naukri.com/data-analyst-jobs-5
